PCP,TMPMX,TMPMN,SOLAR,RH,WIND,DewTmp
0,42.196,25.729,29.256,0.283,3.26,0
0,39.961,27.153,29.114,0.4,3.788,0
0,39.248,25.835,29.213,0.361,3.433,0
0,39.713,25.651,28.761,0.406,3.194,0
0,40.138,25.873,28.796,0.412,3.266,0
0,39.951,25.387,28.978,0.36,3.108,0
0,40.428,25.664,28.799,0.366,3.314,0
0,40.339,25.679,28.997,0.367,3.083,0
0,40.921,24.979,28.788,0.377,2.904,0
0,41,27.623,28.851,0.353,3.503,0
0,41.134,26.381,29.262,0.308,3.677,0
0,41.18,26.201,28.934,0.308,3.549,0
0,40.787,26.941,28.59,0.336,3.997,0
0,42.678,27.119,28.681,0.292,3.455,0
0,43.504,25.332,28.954,0.239,2.475,0
0,41.496,26.066,28.471,0.291,2.866,0
0,39.492,25.638,18.535,0.36,2.764,0
0,38.73,24.651,20.563,0.445,2.763,0
2.697,40.291,25.854,11.18,0.473,1.665,0
3.459,37.934,22.657,21.75,0.634,2.157,0
0,37.164,20.411,27.253,0.353,2.839,0
0,37.499,21.058,28.603,0.395,2.598,0
0,37.363,23.112,22.772,0.422,2.735,0
0,39.169,25.505,23.455,0.423,3.084,0
0.112,40.011,26.158,12.77,0.49,2.034,0
0.003,41.197,24.524,25.327,0.469,1.855,0
0,39.694,23.975,28.053,0.372,2.437,0
0,40.723,24.921,27.834,0.323,3.003,0
0,40.307,24.555,28.243,0.276,3.245,0
0,39.836,25.053,27.912,0.275,3.265,0
0,38.96,25.182,27.468,0.37,4.251,0
0,38.867,26.741,25.01,0.383,4.741,0
0,35.715,26.655,12.443,0.433,5.337,0
0,39.016,27.285,23.753,0.436,4.903,0
0,39.594,25.212,26.649,0.433,4.117,0
0,37.998,24.524,23.176,0.383,3.212,0
0,39.634,24.002,23.88,0.384,2.326,0
0,39.066,24.341,24.548,0.389,3.284,0
0,38.326,24.716,23.613,0.395,2.895,0
0,37.788,26.341,16.835,0.441,2.214,0
0.051,40.859,25.801,15.101,0.459,1.01,0
0.989,37.915,27.033,14.284,0.433,2.502,0
0,38.642,26.239,24.247,0.396,3.305,0
0,36.734,25.318,19.258,0.477,4.198,0
0,36.347,26.251,15.826,0.511,4.995,0
0,38.699,25.032,24.371,0.427,4.179,0
0,38.411,25.629,25.143,0.406,4.211,0
0,38.361,25.519,25.562,0.392,4.134,0
0,40.662,25.591,25.444,0.377,3.808,0
0,44.751,25.461,25.453,0.315,2.378,0
0,41.361,23.687,23.763,0.322,2.326,0
0,42.258,24.627,23.595,0.249,2.576,0
0,39.122,22.287,25.169,0.248,2.658,0
0,37.291,23.094,23.861,0.372,2.888,0
0,38.208,24.424,23.236,0.411,3.097,0
1.445,38.52,23.339,7.685,0.521,2.476,0
0.669,35.852,21.4,8.105,0.742,2.048,0
40.653,33.046,20.166,18.314,0.809,2.725,0
0.566,36.347,22.763,21.874,0.571,3.572,0
0,36.975,25.413,22.892,0.515,5.153,0
0,37.794,25.407,23.236,0.454,4.945,0
0,37.521,24.228,22.357,0.487,3.217,0
0,36.621,24.431,15.36,0.406,2.868,0
0,36.27,23.873,11.932,0.476,2.151,0
0,36.993,21.697,21.947,0.417,3.435,0
0,35.629,23.584,22.192,0.47,4.065,0
1.826,33.44,22.163,22.686,0.622,2.808,0
0.391,35.438,22.925,20.423,0.647,2.908,0
3.107,34.657,21.009,11.937,0.659,1.089,0
0,39.224,21.573,14.472,0.456,1.446,0
0.093,38.456,25.81,15.833,0.414,2.071,0
0,37.77,23.967,21.707,0.326,3.232,0
0,38.058,23.321,23.043,0.303,3.122,0
0,41.347,23.357,22.433,0.357,1.983,0
0,42.967,25.305,19.517,0.341,1.503,0
0,37.987,26.214,15.134,0.329,3.524,0
0.29,37.235,20.051,20.004,0.51,2.973,0
0.117,36.673,23.468,10.959,0.547,2.666,0
1.04,36.325,21.23,20.123,0.532,2.213,0
0,35.526,22.323,21.567,0.407,3.858,0
0.01,34.313,25.908,10.302,0.559,5.409,0
0,37.757,25.531,18.283,0.453,4.94,0
0.007,34.84,24.476,14.011,0.468,2.52,0
0,34.439,20.152,12.734,0.625,1.829,0
9.017,28.88,22.212,12.387,0.708,1.954,0
2.929,24.825,18.43,6.953,0.683,4.067,0
15.594,19.264,11.463,3.343,0.721,4.017,0
10.561,15.418,11.141,3.175,0.953,2.696,0
44.536,16.269,14.338,1.176,0.96,1.674,0
3.595,27.009,15.327,15.255,0.869,1.664,0
0,27.972,14.757,20.765,0.766,1.899,0
0,25.839,16.162,20.635,0.598,3.455,0
0,23.856,11.044,20.572,0.414,2.71,0
0,27.968,13.95,20.19,0.425,3.315,0
0,26.234,12.491,17.096,0.442,2.804,0
0,24.55,14.224,11.981,0.407,2.739,0
0,29.541,12.89,18.854,0.446,1.636,0
0,31.626,16.829,19.345,0.498,2.591,0
0,31.947,18.246,18.011,0.436,2.808,0
0,31.725,17.418,19.006,0.39,2.451,0
0,26.731,15.819,19.511,0.302,3.22,0
0.00E+00,26.987,10.78,19.54,0.26,2.148,0
0,28.51,11.947,19.093,0.297,2.875,0
0,29.541,15.889,18.112,0.379,4.125,0
4.388,28.96,19.62,14.773,0.661,4.335,0
21.966,30.815,20.378,12.643,0.738,4.529,0
11.702,23.701,17.636,4.781,0.875,3.726,0
0.065,29.304,11.081,14.599,0.668,1.216,0
0,21.81,11.978,17.117,0.502,3.58,0
0,25.021,8.609,16.352,0.529,0.901,0
0,25.623,10.615,13.65,0.504,1.451,0
0,27.652,11.046,17.367,0.47,1.753,0
0,27.169,11.86,16.391,0.439,2.487,0
0.062,21.121,9.497,16.871,0.481,4.712,0
0.00E+00,21.737,2.721,17.802,0.446,2.18,0
0,17.591,8.771,5.356,0.41,2.985,0
28.451,27.674,16.624,12.854,0.702,5.628,0
0.628,19.302,5.74,8.169,0.609,5.703,0
0.309,12.81,5.263,14.456,0.658,4.05,0
0,17.648,0.669,17.226,0.532,1.873,0
0,22.303,4.969,16.724,0.462,1.839,0
0,24.69,8.454,16.425,0.379,2.138,0
0,23.032,13.102,11.521,0.366,2.501,0
0,26.16,13.749,15.481,0.436,3.354,0
0,22.827,12.001,16.014,0.47,3.633,0
0,25.505,8.948,15.636,0.411,2.645,0
0,27.957,12.385,15.357,0.474,2.563,0
0,27.951,17.054,15.185,0.382,5.724,0
0.014,28.824,16.123,13.827,0.63,3.64,0
0,29.554,17.133,14.953,0.588,3.804,0
0,29.121,15.284,14.723,0.671,2.326,0
0,25.577,14.531,14.287,0.644,2.963,0
0,25.658,11.112,14.733,0.477,3.353,0
0,25.53,10.827,14.93,0.313,3.159,0
18.208,17.101,11.191,2.884,0.68,3.261,0
18.261,13.228,7.053,2.489,0.885,4.783,0
10.2,8.984,5.718,1.236,0.873,5.665,0
9.713,5.407,3.945,2.325,0.908,4.761,0
0.439,9.708,-0.049,13.584,0.738,4.415,0
0,12.131,-2.031,14.634,0.67,1.572,0
0,14.706,-0.614,14.002,0.64,1.449,0
0.095,13.752,4.32,9.944,0.826,2.074,0
14.894,10.099,5.927,2.204,0.838,2.723,0
5.216,10.565,6.519,2.579,0.924,1.708,0
1.009,9.088,5.809,3.146,0.9,2.971,0
0.112,8.314,3.632,9.884,0.721,4.578,0
3.442,4.969,2.664,3.106,0.596,3.479,0
0.592,9.427,-1.263,9.613,0.721,3.987,0
0.247,10.358,-1.165,13.28,0.911,2.969,0
0,17.212,2.15,13.189,0.729,2.591,0
0.007,19.648,9.273,9.465,0.741,5.192,0
0.627,18.448,15.47,3.18,0.764,6.737,0
0.704,17.872,5.172,12.1,0.695,5.993,0
0,10.589,1.278,11.176,0.666,3.362,0
0.659,14.802,6.835,3.187,0.856,3.737,0
2.929,18.903,14.767,1.517,0.902,4.876,0
0.12,23.188,14.5,10.313,0.816,4.263,0
0.606,19.259,16.471,3.255,0.865,4.749,0
35.563,19.673,9.11,0.529,0.885,5.383,0
3.473,8.698,3.842,4.099,0.848,4.29,0
0,9.318,0.093,12.272,0.774,3.583,0
0,13.793,-0.291,13.004,0.718,2.516,0
0,16.288,4.325,12.22,0.699,3.521,0
0,17.074,6.521,10.718,0.773,2.563,0
0,16.813,6.579,12.361,0.778,2.442,0
0.359,17.379,9.026,4.655,0.828,2.997,0
0.213,17.776,9.643,10.735,0.603,5.216,0
0,16.868,4.226,12.244,0.726,2.691,0
0,22.086,11.018,12.281,0.683,6.598,0
2.407,17.954,1.673,1.952,0.764,6.741,0
0.357,3.254,-0.797,11.284,0.499,4.893,0
0,3.325,-5.459,12.705,0.362,2.713,0
0,5.332,-2.023,6.039,0.404,2.779,0
0.621,13.964,0.907,3.734,0.887,4.455,0
0.201,13.709,2.236,10.662,0.734,6.812,0
0,4.069,-5.403,11.863,0.487,4.23,0
0,11.012,-2.952,12.309,0.575,2.035,0
0,12.693,0.542,12.233,0.684,1.911,0
0,15.414,1.375,12.323,0.67,3.228,0
0,13.312,4.812,10.855,0.655,3.602,0
0.179,14.132,3.222,11.447,0.776,3.319,0
0,18.271,5.512,12.505,0.536,3.588,0
0,17.03,6.667,11.431,0.574,4.045,0
0,13.23,1.208,12.768,0.54,2.917,0
0,16.72,5.667,12.162,0.488,3.874,0
0,10.615,-1.33,12.994,0.554,4.324,0
0,9.647,-2.062,11.878,0.451,3.89,0
9.788,12.082,6.178,4.002,0.674,3.617,0
1.00E-02,10.655,0.9,12.51,0.635,3.014,0
0,15.392,2.303,12.011,0.596,1.914,0
3.033,15.438,6.373,12.557,0.726,1.451,0
0.017,10.295,5.859,11.379,0.688,3.019,0
0.041,10.631,5.9,12.395,0.575,3.009,0
0,7.563,-4.087,13.811,0.497,3.235,0
0,15.322,0.634,13.686,0.509,4.865,0
0,13.879,4.081,13.713,0.593,4.724,0
0,11.459,1.026,13.84,0.603,3.208,0
0,8.941,0.306,13.187,0.571,3.991,0
0,6.79,-3.211,13.586,0.307,4.137,0
0,8.456,-2.676,8.273,0.286,1.926,0
3.406,6.409,2.748,5.358,0.621,2.206,0
14.876,5.692,2.216,4.7,0.92,1.696,0
0.676,6.886,2.18,4.34,0.89,2.897,0
1.816,10.76,1.16,12.726,0.855,2.379,0
0,16.153,1.537,14.437,0.732,2.176,0
0,19.767,5.089,14.461,0.567,2.837,0
0,20.644,9.536,13.382,0.565,5.622,0
0,18.562,11.064,12.192,0.723,2.78,0
0,17.281,5.995,13.538,0.624,2.742,0
0,19.214,5.806,14.519,0.71,2.84,0
0,20.257,10.732,14.559,0.738,6.216,0
0,17.266,2.16,14.994,0.649,5.084,0
0.683,8.384,1.262,3.174,0.817,4.497,0
8.847,11.027,2.67,13.247,0.766,5.508,0
0,4.407,-3.079,16.199,0.418,4.968,0
0,11.517,-3.64,15.784,0.388,2.929,0
0.374,7.795,1.817,8.98,0.553,3.597,0
4.556,4.599,2.756,2.284,0.769,2.553,0
0.93,7.861,-0.138,6.312,0.88,1.929,0
1.311,9.62,3.774,2.52,0.917,3.42,0
0.278,10.531,3.674,10.04,0.833,2.847,0
3.038,9.543,3.154,2.84,0.901,3.619,0
4.949,15.203,-1.582,3.636,0.89,7.223,0
0.086,0.226,-11.183,16.218,0.389,6.518,0
0,6.647,-7.675,16.361,0.303,3.14,0
0.00E+00,9.452,-4.88,12.425,0.483,2.461,0
0.00E+00,13.25,-2.075,17.052,0.568,2.071,0
0,16.305,0.251,17.52,0.601,2.567,0
0.055,18.559,6.728,16.495,0.746,2.081,0
0.216,19.293,8.547,14.952,0.832,2.108,0
0.117,18.18,10.562,8.868,0.826,3.386,0
0.687,23.979,13.845,16.391,0.773,1.663,0
0,27.067,10.806,17.169,0.639,3.185,0
0.992,23.651,17.071,12.633,0.693,6.331,0
2.458,18.5,8.319,17.085,0.508,6.5,0
0,20.471,7.358,18.325,0.366,4.054,0
0,25.229,8.57,18.828,0.371,2.649,0
0,23.122,11.213,16.61,0.53,5.052,0
0.36,21.768,15.127,6.526,0.752,3.909,0
0.721,20.295,15.747,4.238,0.799,4.393,0
7.92,18.734,15.257,3.045,0.878,4.275,0
4.398,16.293,9.48,2.936,0.911,3.641,0
0.115,18.456,4.75,16.932,0.798,1.708,0
3.51,14.644,10.192,3.821,0.794,4.083,0
25.859,20.838,12.054,17.627,0.797,5.742,0
1.44E-01,16.594,9.127,15.37,0.647,5.55,0
0.041,14.92,4.792,12.148,0.761,2.015,0
10.329,11.504,8.538,3.416,0.923,3.718,0
1.823,13.353,5.389,14.842,0.852,3.663,0
0.113,13.557,6.232,12.873,0.765,1.979,0
0,17.754,3.411,20.152,0.72,2.161,0
0,19.191,9.041,18.739,0.588,2.289,0
0,22.136,6.982,20.365,0.466,1.865,0
0.496,19.474,8.381,12.952,0.688,2.302,0
0,22.587,6.012,18.455,0.674,1.724,0
1.034,21.353,12.556,18.254,0.662,5.745,0
0,19.878,9.194,21.314,0.446,3.536,0
0,23.821,8.117,22.135,0.412,4.451,0
0.357,19.809,7.557,18.723,0.494,8.389,0
0,16.22,1.208,22.987,0.333,4.256,0
0,22.429,2.175,22.251,0.396,2.776,0
0.093,23.366,12.738,10.715,0.518,5.816,0
1.285,20.43,9.857,4.15,0.564,5.557,0
0.094,18.355,5.53,20.867,0.596,3.817,0
0,23.407,3.366,23.329,0.527,1.508,0
0,22.897,10.163,20.663,0.445,3.337,0
0,24.003,7.849,19.92,0.517,3.222,0
0.209,25.197,14.624,16.778,0.654,5.314,0
1.421,22.114,15.174,5.112,0.742,5.626,0
67.423,18.865,10.89,1.592,0.902,3.807,0
0.223,28.161,8.624,22.278,0.648,3.903,0
0,27.662,13.766,23.602,0.407,4.504,0
0,31.815,7.919,24.701,0.42,1.517,0
0,29.814,11.723,24.559,0.342,3.265,0
0,31.172,19.749,22.047,0.573,7.237,0
4.91,27.246,18.364,23.671,0.564,6.063,0
0,21.356,8.989,25.135,0.392,3.252,0
0,24.327,6.241,25.51,0.398,2.212,0
0.058,25.761,14.36,23.2,0.449,5.604,0
0.24,23.072,17.095,8.507,0.683,6.483,0
0.007,31.559,18.198,21.653,0.625,4.648,0
0,29.741,18.925,18.644,0.559,4.716,0
0,28.83,18.567,18.154,0.574,5.308,0
0,32.344,18.464,24.206,0.523,4.579,0
0,32.883,18.661,25.083,0.498,4.28,0
0,28.878,17.311,18.77,0.551,3.462,0
0.041,25.529,13.488,22.24,0.518,5.009,0
0,29.724,15.449,22.561,0.503,3.326,0
0,31.401,18.773,24.626,0.506,3.961,0
0,30.787,17.232,22.027,0.517,3.592,0
4.13,33.331,17.205,24.658,0.671,4.391,0
0.082,34.556,20.772,26.13,0.501,3.806,0
0,32.669,13.04,22.979,0.581,3.291,0
4.607,31.069,18.668,15.026,0.655,3.817,0
17.341,26.909,14.829,13.091,0.769,3.34,0
0,32.853,8.076,26.956,0.548,1.285,0
0,28.364,12.719,20.931,0.492,2.093,0
0,30.575,14.107,24.704,0.552,2.525,0
0,32.052,16.941,25.741,0.565,3.059,0
0,31.954,18.356,25.391,0.536,3.331,0
0.13,34.013,18.866,19.239,0.613,1.974,0
0,35.761,21.207,23.448,0.537,2.329,0
4.007,31.224,15.305,21.645,0.638,3.347,0
0,29.548,13.559,28.004,0.422,3.034,0
2.149,26.404,15.32,9.075,0.567,3.622,0
9.534,20.549,16.708,2.929,0.958,3.688,0
16.73,24.064,17.532,11.737,0.883,4.099,0
0.278,28.121,15.261,22.685,0.752,2.88,0
0,28.906,11.751,28.136,0.669,2.43,0
0.051,32.972,14.27,24.758,0.499,3.603,0
6.808,29.233,17.55,11.456,0.783,4.818,0
0.851,22.738,11.452,24.466,0.549,5.582,0
0,27.48,5.907,29.905,0.438,1.737,0
0,29.869,11.371,28.98,0.4,3.918,0
0,34.056,18.623,28.179,0.573,5.993,0
8.008,32.518,11.569,28.416,0.656,4.217,0
0.00E+00,25.821,10.936,17.926,0.51,2.509,0
2.886,28.219,12.859,10.565,0.641,3.811,0
0.752,35.927,17.482,24.402,0.704,4.706,0
0.414,33.615,21.016,23.533,0.581,5.08,0
0,29.275,14.453,26.102,0.508,4.895,0
0,25.184,7.128,29.665,0.604,3.023,0
0,29.469,11.534,28.373,0.442,3.289,0
0,33.228,17.843,27.887,0.433,4.199,0
0.252,35.414,21.292,24.547,0.549,4.882,0
32.173,33.061,19.194,26.24,0.68,3.373,0
27.074,29.845,18.756,17.136,0.801,2.275,0
0.287,33.243,14.914,27.573,0.716,2.049,0
0,36.404,19.095,28.67,0.496,2.863,0
0.014,37.117,19.384,28.884,0.441,2.948,0
0,34.685,20.987,19.792,0.489,3.489,0
3.632,34.036,20.165,20.233,0.626,2.738,0
1.863,35.077,18.13,25.922,0.704,1.238,0
6.103,33.62,19.036,28.115,0.736,1.486,0
0.656,33.556,21.798,27.898,0.672,4.172,0
1.445,31.105,21.642,25.615,0.718,4.114,0
7.495,29.192,21.097,24.785,0.79,3.333,0
47.31,26.611,21.451,3.434,0.931,2.976,0
3.401,30.678,20.711,21.569,0.855,2.148,0
0.168,33.206,18.571,28.984,0.729,1.552,0
0,37.095,21.001,29.125,0.638,3.231,0
0,37.587,24.758,29.352,0.563,4.901,0
0,37.623,25.269,28.92,0.546,4.784,0
2.977,34.747,24.507,25.37,0.672,3.288,0
9.519,30.371,21.811,25.42,0.811,2.702,0
4.601,31.193,23.239,22.141,0.811,4.86,0
0.158,34.663,25.035,26.42,0.61,6.149,0
2.905,34.997,25.237,23.828,0.623,5.468,0
56.176,29.439,14.363,7.287,0.914,3.96,0
0.051,30.02,14.011,26.994,0.748,1.893,0
0,34.453,21.085,29.112,0.685,3.442,0
0,35.282,22.385,29.535,0.563,3.56,0
0,35.695,24.038,29.371,0.552,4.313,0
0,36.3,23.649,29.46,0.536,4.979,0
0,36.75,23.821,29.57,0.536,3.961,0
0,36.254,23.077,28.406,0.541,2.399,0
0,36.783,23.797,26.106,0.542,2.551,0
1.452,34.815,21.121,27.266,0.617,2.185,0
0.055,35.903,20.577,23.716,0.644,2.567,0
0,35.913,19.582,30.185,0.397,2.763,0
0,36.373,19.835,29.125,0.446,2.544,0
0.014,35.612,24.575,24.384,0.56,3.32,0
0,36.343,24.031,20.788,0.587,2.748,0
0,36.336,24.022,21.363,0.579,2.705,0
9.023,31.476,21.935,25.415,0.783,1.668,0
4.728,32.828,22.741,19.792,0.772,2.105,0
7.55,31.481,22.627,20.392,0.791,2.992,0
2.458,31.392,23.109,14.614,0.789,2.56,0
2.788,32.843,20.262,23.105,0.717,2.282,0
7.673,30.249,21.856,14.987,0.85,3.498,0
0.501,35.268,22.148,27.599,0.69,3.459,0
0,39.106,22.557,26.577,0.607,1.685,0
0,40.452,24.557,26.938,0.575,1.431,0
0,39.562,23.421,23.714,0.54,1.231,0
0,36.464,25.422,18.927,0.57,1.965,0
4.439,32.429,24.915,26.724,0.654,2.571,0
0.584,36.818,24.335,27.739,0.615,3.038,0
0,37.824,25.366,26.924,0.488,3.353,0
0,37.926,25.221,28.641,0.471,2.979,0
0,38.355,25.491,28.409,0.471,2.849,0
0,37.927,24.992,28.315,0.477,3.225,0
0,38.674,25.76,28.227,0.493,3.509,0
0,39.932,26.57,28.023,0.439,3.508,0
0,40.637,25.962,28.3,0.404,3.121,0
0,40.333,26.636,26.607,0.424,3.014,0
0,40.567,25.446,28.071,0.414,3.32,0
0,41.746,25.626,28.054,0.367,2.869,0
0.192,39.653,26.631,27.364,0.429,3.328,0
4.396,36.542,24.204,26.11,0.566,3.266,0
5.026,33.77,23.95,26.354,0.655,3.221,0
0.405,38.557,25.699,18.803,0.591,3.522,0
0.048,38.848,25.181,18.657,0.518,2.353,0
0,38.346,24.007,25.261,0.488,3.065,0
0,38.03,23.65,22.329,0.455,3.365,0
10.554,36.218,24.843,22.145,0.67,1.989,0
2.932,37.99,24.58,24.576,0.594,3.273,0
0,38.948,25.398,25.042,0.391,2.858,0
0,38.169,27.433,21.528,0.372,2.98,0
0,36.799,25.571,18.824,0.455,3.079,0
0,40.321,26.289,15.736,0.458,2.661,0
0.618,36.705,25.57,7.681,0.499,2.613,0
0.007,34.816,20.944,25.778,0.368,2.364,0
0,38.19,18.857,24.831,0.342,1.452,0
0,38.964,19.426,26.304,0.336,1.824,0
0.021,39.614,22.653,14.046,0.409,2.21,0
0,35.916,22.914,16.94,0.472,2.295,0
0.045,35.517,23.75,11.875,0.486,2.609,0
0.295,38.399,24.29,23.3,0.531,2.907,0
0,39.794,25.82,24.289,0.455,2.766,0
3.256,37.722,27.69,13.511,0.485,2.778,0
15.051,33.214,23.986,6.861,0.82,1.914,0
5.081,31.334,19.189,18.187,0.757,2.652,0
0,33.77,19.022,24.548,0.634,2.292,0
0,33.753,18.804,25.738,0.506,2.055,0
0,34.124,17.879,25.752,0.477,2.07,0
0,34.384,18.487,25.734,0.461,2.282,0
0,38.499,19.556,25.262,0.499,2.194,0
0,39.069,22.235,12.515,0.492,2.052,0
0.793,35.039,24.272,9.501,0.547,2.1,0
0.385,35.909,24.722,9.873,0.493,2.391,0
10.468,35.748,20.58,16.03,0.713,2.212,0
3.777,36.999,20.314,20.83,0.679,1.97,0
0.318,37.017,22.645,18.323,0.565,2.385,0
0.24,34.897,23.683,18.476,0.62,3.549,0
2.929,35.145,23.602,16.359,0.698,3.981,0
9.867,31.735,22.483,11.531,0.845,2.13,0
26.858,28.485,21.525,13.391,0.899,1.068,0
11.326,31.63,22.408,18.533,0.886,1.46,0
14.117,30.308,22.496,19.559,0.866,1.313,0
4.77,32.972,21.971,22.771,0.744,1.94,0
0.144,35.17,21.394,22.39,0.458,2.267,0
0,37.203,22.438,23.093,0.401,2.095,0
1.421,31.561,20.882,21.04,0.615,3.619,0
0,34.566,16.631,22.535,0.424,1.895,0
0,33.481,19.423,22.5,0.41,1.972,0
0,36.956,18.739,22.686,0.417,2.082,0
0,39.081,22.4,19.376,0.392,1.709,0
0,37.839,23.439,21.189,0.414,2.109,0
1.057,33.206,22.11,16.64,0.558,2.282,0
15.395,32.668,21.405,21.54,0.717,1.764,0
2.709,29.655,19.468,19.49,0.701,3.45,0
0,23.361,11.775,23.22,0.402,4.068,0
0,24.273,8.322,23.186,0.391,2.55,0
0,26.802,9.099,22.994,0.428,2.157,0
0,29.686,12.917,22.512,0.46,3.482,0
0,33.484,15.973,21.905,0.561,3.413,0
0,34.561,17.938,21.617,0.537,3.044,0
0,34.948,19.074,20.93,0.513,2.501,0
0,35.006,21.252,20.843,0.481,2.741,0
0,34.434,18.882,21.15,0.5,3.688,0
0,34.925,21.484,20.816,0.526,4.539,0
0,35.169,21.94,20.09,0.507,2.796,0
0,34.643,19.571,17.523,0.497,2.123,0
0,34.925,21.222,16.083,0.535,2.459,0
0,34.013,20.73,19.756,0.47,3.294,0
0,34.715,20.795,16.282,0.509,2.723,0
0.076,29.806,18.11,18.958,0.458,3.604,0
0,31.87,16.177,18.279,0.295,3.999,0
0,34.975,24.02,12.958,0.548,4.441,0
0,34.467,23.515,18.848,0.536,4.606,0
0.587,30.231,22.002,8.679,0.652,2.666,0
45.837,23.742,11.183,0.872,0.87,4.477,0
4.544,14.964,9.749,5.447,0.905,2.7,0
7.234,19.237,13.387,7.423,0.894,1.89,0
0.33,26.459,15.506,13.544,0.84,1.58,0
1.619,23.039,16.337,5.468,0.832,2.854,0
0.659,28.453,18.972,6.701,0.768,3.774,0
3.708,27.924,22.38,6.727,0.82,5.295,0
14.577,31.907,21.136,16.595,0.825,3.176,0
13.232,26.364,22.003,16.679,0.904,2.6,0
7.993,26.42,21.846,8.298,0.907,2.799,0
12.526,23.951,21.447,2.832,0.918,4.028,0
5.558,23.424,11.654,16.802,0.641,4.479,0
0,21.948,5.617,18.215,0.576,1.735,0
0,22.49,9.747,17.277,0.534,3.45,0
0.536,24.974,14.837,11.722,0.753,4.277,0
41.952,19.536,10.414,2.471,0.951,3.693,0
0.733,14.241,4.962,16.174,0.689,5.238,0
0,15.3,2.961,17.787,0.597,2.935,0
1.00E+01,11.478,7.693,2.51,0.799,2.957,0
1.706,13.422,4.982,10.909,0.833,4.54,0
0,20.951,1.818,17.242,0.738,1.104,0
0,22.001,7.016,16.796,0.625,2.606,0
0,22.928,11.039,16.371,0.739,3.139,0
0.515,21.703,13.308,5.284,0.831,3.322,0
9.356,23.207,17.919,5.028,0.876,3.78,0
5.315,19.063,10.134,15.192,0.781,4.31,0
0,18.003,8.702,15.896,0.654,3.119,0
0,21.32,6.861,15.621,0.748,1.842,0
0,22.466,7.407,15.509,0.745,1.686,0
0,23.756,11.869,15.407,0.758,2.589,0
0,20.198,11.868,15.299,0.774,3.425,0
0,22.148,8.472,14.996,0.686,2.363,0
10.228,15.847,12.777,2.224,0.781,3.421,0
3.512,13.834,7.923,1.67,0.939,4.525,0
0.951,13.755,6.647,6.064,0.884,3.144,0
0,18.391,2.084,14.764,0.855,0.6,0
0,18.206,4.766,12.874,0.761,1.5,0
0,20.918,7.317,14.375,0.698,1.611,0
0,20.853,7.826,14.22,0.66,2.504,0
0.951,17.633,13.426,2.921,0.776,4.298,0
0.182,23.737,12.37,12.807,0.831,1.622,0
0,24.773,11.993,13.875,0.754,1.494,0
0.536,22.978,14.99,10.78,0.829,4.896,0
0.728,20.431,10.55,12.776,0.69,6.538,0
0,10.033,1.935,14.575,0.572,4.773,0
0,14.99,0.511,13.863,0.655,2.301,0
0.158,17.064,5.542,7.061,0.801,2.845,0
1.669,18.018,11.757,2.245,0.919,4.004,0
0.165,20.495,7.759,12.51,0.699,2.385,0
1.325,23.208,13.557,5.298,0.77,5.179,0
0.297,24.113,16.284,8.32,0.693,7.58,0
0,16.039,5.847,12.763,0.653,3.374,0
0.354,15.115,9.495,7.899,0.718,2.855,0
8.226,11.938,9.487,2.063,0.9,3.06,0
14.45,18.37,10.865,9.881,0.834,5.814,0
0,13.254,6.786,13.211,0.554,4.981,0
0,15.662,1.929,13.294,0.546,3.38,0
0,18.737,6.549,13.054,0.576,3.813,0
0,13.323,4.75,13.37,0.573,4.356,0
0,13.712,1.097,12.853,0.621,2.557,0
0.494,14.231,7.984,3.201,0.783,4.323,0
1.013,18.243,13.254,3.545,0.902,3.467,0
1.281,16.75,11.607,1.887,0.928,1.492,0
1.418,15.423,12.29,2.798,0.872,1.365,0
0.831,11.049,8.029,1.834,0.899,2.788,0
6.475,12.293,5.851,1.087,0.936,5.246,0
1.954,5.98,3.853,1.799,0.92,3.862,0
2.609,5.488,3.306,2.144,0.861,2.419,0
0.608,6.807,3.107,3.884,0.862,3.566,0
0.014,11.309,-0.96,11.55,0.809,2.198,0
0.017,16.633,4.775,11.434,0.79,4.903,0
0.477,14.781,0.173,7.548,0.673,6.444,0
0,4.846,-5.289,12.395,0.455,3.373,0
0,6.095,-4.607,11.206,0.422,3.151,0
2.944,1.35,-0.592,1.811,0.711,4.901,0
3.155,20.9,1.571,8.581,0.891,6.163,0
1.105,20.473,8.955,9.189,0.786,8.61,0
0.048,7.751,0.894,12.573,0.63,5.51,0
0,6,0.511,6.228,0.601,3.459,0
0,11.727,-3.4,11.079,0.625,2.534,0
0,15.067,2.766,12.466,0.719,4.914,0
0,17.1,1,12.353,0.58,4.159,0
0.021,13.219,5.902,12.481,0.627,6.166,0
0,10.976,-0.434,12.641,0.593,4.321,0
0,13.483,1.657,11.153,0.528,3.883,0
0.503,18.769,8.16,9.837,0.726,5.007,0
0.192,10.61,1.019,2.769,0.737,4.375,
4.211,18.998,8.074,3.073,0.891,4.647,
2.98,20.591,14.629,10.524,0.807,3.984,
0,14.985,3.942,13.252,0.444,4.023,
0,17.843,6.594,12.464,0.409,6.782,
0.048,21.42,14.239,11.07,0.732,6.927,
0.69,16.528,-1.784,5.997,0.631,6.305,
0,7.089,-4.376,12.507,0.421,3.74,
0,12.09,-1.754,13.262,0.327,2.528,
0,6.38,-11.382,12.9,0.48,7.457,
0,-2.946,-15.44,13.542,0.238,3.76,
